"id","tot_orders","avg_items","avg_price","tot_cat","first_pur","last_pur","slstyr","slslyr","sls2ago","slsbfr","ordtyr","ordlyr","ord2ago","ordbfr","cat99","pur_time_avg","activity","last_ord_wt","tot_price","tot_qty","logtarg","yhat","prob","estimate"
14010,4,2.5,21.609992503925,4,16013,16237,68.5399761195,17.8999938962,0,0,8,2,0,0,0,56,0.82962962962963,1281.0995788424,86.4399700157,10,0,0.110445261410899,0.0349827595055103,3.15713405609131
14508,5,3.6,28.806175995,11,14039,14859,0,0,0,144.030879975,0,0,0,18,0,164,0.36541889483066,32654.3629151136,144.030879975,18,0,0.0244628605507646,0.00691058579832315,3.5399112701416
15253,28,2.78571428571429,26.6323369570143,13,13918,16277,22.288602829,74.4485816953,242.3890686016,406.5791816705,5,11,27,35,0,84.25,0.997463002114165,59.3399848938,745.7054347964,78,0,0.0566567519061607,0.02154840528965,2.6292781829834
16276,2,1.5,16.23172569295,2,15213,15495,0,0,6.9499969482,25.5134544377,0,0,1,2,0,141,0.263551401869159,5476.5975951816,32.4634513859,3,0,0.0869434583118256,0.0277141388505697,3.13715171813965
17221,4,2,26.3698673249,8,13988,14615,0,0,0,105.4794692996,0,0,0,8,0,156.75,0.273202614379085,71510.1551518728,105.4794692996,8,0,0.0411348171251145,0.0118856867775321,3.46087002754211
17507,9,2.33333333333333,19.0208216772222,11,14220,16130,19.799993515,29.6999816894,0,121.6874198906,4,3,0,14,0,212.222222222222,0.925836160930683,3029.399007795,171.187395095,21,0,0.0785683005632554,0.0244395527988672,3.21480107307434
17639,4,3.75,49.3338775631,6,13912,16119,33.8499908444,0,0,163.485519408,3,0,0,12,0,551.75,0.930830873049346,5551.3984984816,197.3355102524,15,0,0.0155332080595016,0.00498596578836441,3.11538600921631
20567,8,5.875,62.358293771075,8,14740,16133,50.699981689,139.339967727,161.5999450666,147.226455686,6,15,15,11,0,174.125,0.902786779001944,7604.99725335,498.8663501686,47,0,0.281355296217953,0.082489013671875,3.41082143783569
21814,1,1,49.799987793,1,15608,15608,0,0,49.799987793,0,0,0,1,0,0,0,0,33614.991760275,49.799987793,1,0,0.0606933912720038,0.0195546224713326,3.10378742218018
22438,3,1.33333333333333,17.1708806357667,3,14403,15193,0,0,0,51.5126419073,0,0,0,4,0,263.333333333333,0.420212765957447,21121.972466081,51.5126419073,4,0,0.0407579298850058,0.0133509701117873,3.05280661582947
22454,18,1.55555555555556,19.9028941259222,7,13918,15887,0,17.8999938964,19.8999938964,320.4521064738,0,2,2,24,0,109.388888888889,0.832558139534884,3148.1987914872,358.2520942666,28,0,0.0235709555374077,0.00787064991891384,2.99479150772095
23205,9,2.88888888888889,22.8547405664889,8,13829,15115,0,0,0,205.6926650984,0,0,0,26,0,142.888888888889,0.524042379788101,43445.4839462752,205.6926650984,26,3.0349521637,0.156778624114129,0.0494704656302929,3.1691358089447
25038,9,1,8.3825437756,5,14178,16264,0,16.8999938964,0,58.542900084,1,3,0,5,1,231.777777777778,0.990973871733967,0,75.4428939804,9,0,0.166926941428116,0.0676302015781403,2.46823072433472
26417,15,2.2,25.6291263579467,11,14270,16081,9.9499969482,39.7499866481,29.7514190669,304.985492706,1,4,4,24,0,120.733333333333,0.899652260307998,2009.8993835364,384.4368953692,33,0,0.171829903937693,0.0587423369288445,2.92514586448669
28100,9,2.66666666666667,30.3397653366111,9,13995,15619,0,0,87.0499725338,186.0079154957,0,0,7,17,0,180.444444444444,0.70979020979021,19820.3939208144,273.0578880295,24,0,0.0201399873455621,0.00651836628094316,3.08972930908203
28495,1,3,136.949501039,3,15313,15313,0,0,0,136.949501039,0,0,0,3,0,0,0,132841.01600783,136.949501039,3,0,0.0316248695719132,0.0096921743825078,3.26292824745178
28762,10,3.1,26.40537013992,11,14487,16130,20.3499946594,60.1499805444,0,183.5537261954,5,7,0,19,1,164.3,0.914810690423163,3113.5491828882,264.0537013992,31,0,0.0720842101916364,0.0208066310733557,3.46448254585266
29220,2,3,31.7384319302,3,13954,14688,0,0,0,63.4768638604,0,0,0,6,0,367,0.315156719622155,24424.53270037,63.4768638604,6,0,0.040200533147841,0.0136043997481465,2.95496559143066
30171,2,2,30.1022930143,3,14692,15098,0,0,0,60.2045860286,0,0,0,4,0,203,0.255185417976116,18055.243205571,60.2045860286,4,0,0.0485011220173193,0.0145926745608449,3.32366228103638
31690,17,2.41176470588235,16.2019869859706,12,14622,15901,0,41.2499866483,58.2534217833,175.9303703299,0,6,11,24,0,75.2352941176471,0.77001806140879,7410.7983969752,275.4337787615,41,0,0.103874705463914,0.0301920585334301,3.44046449661255
31828,5,6.2,47.35992813094,18,14093,14893,0,0,0,236.7996406547,0,0,0,31,0,160,0.365296803652968,33864.637489365,236.7996406547,31,0,0.0336799631809725,0.00849633477628231,3.96405792236328
34290,9,1.77777777777778,25.9503288268889,8,14130,15410,0,0,14.950172424,218.602787018,0,0,1,15,0,142.222222222222,0.594519275429633,13051.500526152,233.552959442,16,0,0.0267780804558333,0.00896402820944786,2.98728203773499
35017,3,3,34.0639489488,4,15357,16235,39.7999896998,0,62.3918571466,0,4,0,5,0,0,292.666666666667,0.948164146868251,1910.3995055904,102.1918468464,9,0,0.052178653599757,0.0149197159335017,3.49729537963867
36129,4,2,20.25738048555,7,13983,15544,0,0,16.2999954224,64.7295265198,0,0,3,5,1,390.25,0.678695652173913,12045.6966171536,81.0295219422,8,0,0.0332567442250253,0.00950630381703377,3.49838852882385
36536,13,2.07692307692308,16.9058208463769,10,14755,16277,9.9499969482,26.8399906158,47.8512878412,135.1343955977,3,6,4,14,0,117.076923076923,0.996073298429319,15,219.7756710029,27,0,0.118164448025668,0.0350247696042061,3.37373948097229
37826,16,1.25,27.1439940930437,8,13827,16278,10,0,189.799972533,234.5039329557,1,0,4,15,0,153.1875,0.997964169381108,50,434.3039054887,20,0,0.134706273889988,0.0531647987663746,2.53374934196472
38482,8,2.75,101.1241140362,8,14108,15977,0,39.899993896,532.8505821225,236.2423362711,0,1,4,17,0,233.625,0.859310344827586,12209.398132176,808.9929122896,22,0,0.0510040355153567,0.0148435747250915,3.43610191345215
39527,9,1.77777777777778,15.3734351262667,5,13828,15781,0,9.9499969482,0,128.4109191882,0,1,0,15,0,217,0.795519348268839,4994.8984679964,138.3609161364,16,0,0.0229628020135833,0.00863621756434441,2.65889573097229
39608,18,2.55555555555556,32.7651080024444,10,13983,15901,0,74.5999774926,110.0499763475,405.1219902039,0,8,10,28,0,106.555555555556,0.833913043478261,4946.898834136,589.771944044,46,0,0.0521732562183308,0.0164162460714579,3.17814779281616
40886,4,1.5,18.22603607125,5,14653,16181,12.799995422,16.899993896,0,43.204154967,1,1,0,4,0,382,0.937423312883436,1305.599533044,72.904144285,6,0,0.0447094500312772,0.0137713551521301,3.24655413627625
40894,8,1.25,18.1408181189,5,13940,15983,0,22.7999877925,0,122.3265571587,0,3,0,7,1,255.375,0.871959026888604,2969.99816895,145.1265449512,10,0,0.0469702286102276,0.0161899402737617,2.901198387146
40975,10,4.7,41.56385974849,13,14023,16245,25.789987564,56.6499786374,28.7499885558,304.4486427277,4,9,4,30,0,222.2,0.983185840707965,980.019527432,415.6385974849,47,0,0.23077329242604,0.0774432048201561,2.97990369796753
41513,18,1.44444444444444,14.7555308870333,10,13829,16217,27.8499908444,30.8499908444,26.8993225102,180.0002517676,3,3,2,18,1,132.666666666667,0.973105134474328,854.699798568,265.5995559666,26,0,0.0229706006265229,0.00880848150700331,2.60778212547302
42528,3,6,94.7221609745667,7,15101,16250,256.2499561297,0,0,27.916526794,16,0,0,2,0,383,0.972081218274112,5332.7992572558,284.1664829237,18,0,0.0820728160008173,0.0188907533884048,4.34460258483887
43400,5,4.4,59.08240737858,7,14404,15895,0,94.499969481,0,200.9120674119,0,8,0,14,0,298.2,0.793507184672698,22387.5928951768,295.4120368929,22,0,0.056650725531918,0.0168419051915407,3.36367678642273
43702,21,3,29.1476388656143,13,14065,16055,0,24.8999938962,147.9497127528,439.2507095289,0,2,16,45,0,94.7619047619048,0.897204688908927,5677.1986083336,612.1004161779,63,0,0.0461662199627015,0.0148216327652335,3.11478638648987
44563,23,2,22.9524393495957,8,14087,16235,52.6399765008,131.0999755844,78.2433357241,265.9228172314,7,8,8,23,0,93.3913043478261,0.978142076502732,715.1997070272,527.9061050407,46,0,0.0745836698106856,0.0230000335723162,3.24276351928711
44865,14,15.5714285714286,127.548131533214,20,14360,16257,225.3499374378,85.3999729148,800.5045890776,674.4193420348,31,12,93,82,1,135.5,0.986479459178367,1177.7997322052,1785.673841465,218,0,0.0382180630371645,0.0111330840736628,3.43283700942993
45497,15,4.13333333333333,31.7573875425933,11,13823,15536,0,0,42.3508529664,434.0099601725,0,0,5,57,0,114.2,0.696341463414634,31636.0871659008,476.3608131389,62,0,0.14851328017313,0.0476580187678337,3.11622858047485
48429,24,1.45833333333333,24.7870688438667,14,13954,16250,32.7499847407,22.8999938962,84.1899795525,455.0496940634,3,2,7,23,0,95.6666666666667,0.985830828681838,491.699798568,594.8896522528,35,0,0.410754308962218,0.150976523756981,2.72065019607544
49719,9,2.22222222222222,30.1037578580667,6,13963,16277,51.4899768828,109.5399665824,76.8999938962,33.0038833612,8,5,3,4,0,257.111111111111,0.997413793103448,178.1399230956,270.9338207226,20,0,0.101435356415761,0.0319404043257236,3.17576932907104
51306,5,4.6,30.85672416642,10,14947,15832,0,28.7999896998,33.3999938964,92.0836372359,0,3,5,15,0,177,0.662425149700599,12988.7953546098,154.2836208321,23,0,0.0749309360461758,0.0181260146200657,4.13388919830322
51578,2,12.5,106.8344116199,8,14724,14958,0,0,0,213.6688232398,0,0,0,25,0,117,0.150096215522771,107784.14335183,213.6688232398,25,0,0.0507510284987567,0.0129785630851984,3.91037344932556
52795,5,2.2,27.17875518794,5,13828,16089,29.8499908446,41.7999877922,0,64.2437973029,3,3,0,5,0,452.2,0.920977596741344,5790.8982238524,135.8937759397,11,0,0.0314629888706852,0.00975845474749804,3.22417736053467
52841,6,2.16666666666667,22.5607471466,6,14003,15024,0,0,0,135.3644828796,0,0,0,13,0,170.166666666667,0.44780701754386,25684.2791023338,135.3644828796,13,0,0.0176315555486822,0.00515498453751206,3.4202926158905
53210,2,4.5,51.2657299039,5,15213,15356,0,0,60.401031494,42.1304283138,0,0,4,5,0,71.5,0.133644859813084,55991.756194938,102.5314598078,9,0,0.0636583486273761,0.0211029723286629,3.01655840873718
53279,11,1.81818181818182,12.8183607620727,6,14944,15621,0,0,37.8999938964,103.1019744864,0,0,6,14,0,61.5454545454545,0.505601194921583,6620,141.0019683828,20,0,0.0531451674554972,0.0189434885978699,2.80545830726624
54003,1,2,23.8999938962,2,15803,15803,0,23.8999938962,0,0,0,2,0,0,0,0,0,11471.997070176,23.8999938962,2,0,0.126117856751776,0.0389240384101868,3.2401020526886
54437,19,4.47368421052632,39.3364030935947,14,14053,16264,21.8499908442,54.1999855036,355.3634223922,315.9782600383,2,6,39,38,0,116.368421052632,0.991479820627803,415.1498260398,747.3916587783,85,0,0.132464111046156,0.0484849996864796,2.73206377029419
57878,16,3.25,35.6745002268312,8,14296,16144,34.7999877927,78.44996643,102.4499664295,355.0920829771,3,8,11,30,1,115.5,0.930045294413689,4837.1983031853,570.7920036293,52,0,0.180591877054241,0.0624920576810837,2.88983726501465
58521,10,1.7,29.05482139563,7,13925,15983,0,24.899993896,34.7999877925,230.8482322678,0,1,4,12,0,205.8,0.872773536895674,7469.9981688,290.5482139563,17,3.1311359406,0.207657103888607,0.0670050978660583,3.09912395477295
58807,34,1.64705882352941,14.3056029149559,12,13823,16249,9.8999938965,83.4899711601,81.6494598386,311.3510742133,1,9,11,35,0,71.3529411764706,0.986178861788618,336.599792481,486.3904991085,56,2.191652298,1.68086747999155,0.720595121383667,2.33261013031006
58831,1,6,58.8752479543,3,14991,14991,0,0,0,58.8752479543,0,0,0,6,0,0,0,76066.8203569556,58.8752479543,6,0,0.0372804570010454,0.0128047903999686,2.91144609451294
60038,2,2,25.4878940584,4,14685,14716,0,0,0,50.9757881168,0,0,0,4,0,15.5,0.0193992490613267,15983.825606602,50.9757881168,4,0,0.0364852669340801,0.0117677850648761,3.10043621063232
60380,6,2.5,27.3285835583167,9,14093,16144,34.6999864578,0,40,89.2715148921,5,0,1,9,1,341.833333333333,0.936529680365297,4823.2981176342,163.9715013499,15,0,0.144327512272717,0.0417433902621269,3.45749378204346
61000,1,4,58.4662055972,3,14450,14450,0,0,0,58.4662055972,0,0,0,4,0,0,0,107168.554859668,58.4662055972,4,0,0.0222590500245188,0.00717410631477833,3.1026930809021
64084,6,3,18.12820084885,9,14186,16005,0,26.8399906158,14.9499969482,66.9792175291,0,7,3,8,0,303.166666666667,0.867429661421078,4003.1988334564,108.7692050931,18,0,0.0687822619921716,0.0194671247154474,3.53325223922729
65420,6,5.33333333333333,34.1931451159,13,15026,16089,39.749986648,55.6499805448,102.0895271293,7.6693763733,5,9,17,1,0,177.166666666667,0.845664280031822,7711.497409712,205.1588706954,32,0,0.527675080606556,0.151849135756493,3.47499561309814
65900,10,8.1,51.67457714075,16,13857,15347,0,0,88.0020732879,428.7436981196,0,0,15,66,0,149,0.614179719703215,82369.9405974744,516.7457714075,81,0,0.031135952360728,0.00824138522148132,3.77799987792969
67270,1,4,23.8014259337,2,16039,16039,0,23.8014259337,0,0,0,4,0,0,0,0,0,5807.5479278228,23.8014259337,4,0,0.0968498018269814,0.0295409969985485,3.27848792076111
67393,7,1.28571428571429,21.7963278634143,8,14041,16046,0,8.9499969482,78,65.6242980957,0,1,1,7,1,286.428571428571,0.894290811775201,2121.1492767234,152.5742950439,9,0,0.0235425426046763,0.00777628924697638,3.02747774124146
67709,12,3.16666666666667,35.0116157530417,7,14124,16012,0,151.1999435414,0,268.9394454951,0,17,0,21,1,157.333333333333,0.874478925428439,11596.0861129386,420.1393890365,38,0,0.0627414070075059,0.0172750316560268,3.63191270828247
67806,10,10.8,106.603670691,18,14051,16253,205.6899375901,162.7399539937,194.7513961778,502.8554191484,23,19,22,44,0,220.2,0.986559139784946,3484.498844127,1066.03670691,108,0,0.047456862631901,0.0138055542483926,3.43751955032349
67849,4,1,11.396756172275,2,13824,15451,0,0,9.9499969482,35.6370277409,0,0,1,3,0,406.75,0.661651077673851,8278.3974609024,45.5870246891,4,0,0.0369788155318269,0.0128653952851892,2.87428522109985
68004,5,2.2,24.2338012696,8,13936,15755,0,13.8999938965,0,107.2690124515,0,2,0,9,0,363.8,0.775031955688112,7339.196777352,121.169006348,11,0,0.0437713865199996,0.0131312105804682,3.3333854675293
68195,3,3,28.7857233683333,8,14118,14594,0,0,0,86.357170105,0,0,0,9,1,158.666666666667,0.21986143187067,61659.0279009795,86.357170105,9,0,0.035324810805323,0.0104614514857531,3.37666440010071
68349,14,5.57142857142857,86.2203246524857,14,13989,16041,0,271.7999458295,217.3799438464,717.9046554589,0,15,12,51,0,146.571428571429,0.894507410636443,8457.8992614644,1207.0845451348,78,0,0.11353405714512,0.0280503518879414,4.04750919342041
69094,15,2.26666666666667,21.29644953402,8,13906,16019,0,29.799987793,0,289.6467552173,0,1,1,32,1,140.866666666667,0.888935633151031,7867.196777352,319.4467430103,34,3.1311359406,0.16283708518762,0.0512219332158566,3.17904996871948
69299,3,2.33333333333333,27.4528236390667,6,14114,15550,0,0,45.7499847412,36.608486176,0,0,3,4,1,478.666666666667,0.662056247118488,33534.7388152996,82.3584709172,7,0,0.0252704610528047,0.00797830428928137,3.16739749908447
69752,3,1.66666666666667,7.61666361486667,1,16039,16126,17.8999938964,4.9499969482,0,0,3,2,0,0,0,29,0.35655737704918,2810.2990417348,22.8499908446,5,0,0.0688402882518044,0.0230189207941294,2.99059581756592
70173,7,1.57142857142857,16.3087430681429,6,14234,15325,0,0,0,114.161201477,0,0,0,11,0,155.857142857143,0.53245485602733,11060.0790100412,114.161201477,11,0,0.0300824044263719,0.011087411083281,2.71320366859436
70211,15,4.86666666666667,50.3719813023933,12,13855,15762,0,108.0752258285,292.5913200356,354.9131736718,0,7,30,36,0,127.133333333333,0.785420098846787,56307.1926566485,755.5797195359,73,0,0.225302577658377,0.0631059631705284,3.57022643089294
70637,24,2.29166666666667,25.0983834263917,14,14298,16084,36.8899917598,193.8399429304,106.5520782459,265.0791892973,3,16,9,27,1,74.4166666666667,0.899748110831234,7341.1083602002,602.3612022334,55,0,0.184516943743951,0.0551099888980389,3.34815788269043
71595,1,3,30.600814818,1,14066,14066,0,0,0,30.600814818,0,0,0,3,0,0,0,67842.006451506,30.600814818,3,0,0.018588788877091,0.00678435759618878,2.73994827270508
72737,13,2.46153846153846,23.5300812353,13,13842,16029,0,102.7804222105,0,203.1106338484,0,9,0,23,0,168.230769230769,0.895944285129045,3274.05887605,305.8910560589,32,0,0.222957553702145,0.0680389404296875,3.27691102027893
72770,3,5.33333333333333,48.6862920127,10,14199,15726,0,51.6999816891,0,94.358894349,0,5,0,11,1,509,0.732725527831094,28796.8898008287,146.0588760381,16,0,0.0373722941853092,0.0102010825648904,3.66356158256531
72850,2,2.5,22.113363266,5,14502,15229,0,0,0,44.226726532,0,0,0,5,1,363.5,0.408197641774284,35944.723503366,44.226726532,5,0,0.0342382709242792,0.0109204780310392,3.13523554801941
74071,6,2.16666666666667,16.8496201832333,7,13946,15350,0,0,13.999168396,87.0985527034,0,0,4,9,1,234,0.600770218228498,13061.224113468,101.0977210994,13,0,0.0396786360944361,0.0111153125762939,3.56972742080688
74438,9,2.66666666666667,45.7748103671,9,13905,15089,0,0,0,411.9732933039,0,0,0,24,0,131.555555555556,0.497897392767031,161777.81762658,411.9732933039,24,0,0.0521888045949614,0.0153322285041213,3.40386295318604
74454,6,2.16666666666667,23.1840655006333,4,14192,15868,0,72.7499847404,12.949996948,53.4044113154,0,5,1,7,1,279.333333333333,0.801530368244859,30191.243667266,139.1043930038,13,0,0.0536349636022182,0.0178446341305971,3.00566339492798
75248,4,4,27.08050489405,9,14158,15679,0,0,42.7999897,65.5220298762,0,0,7,9,0,380.25,0.715764705882353,25851.1937788,108.3220195762,16,0,0.0757399978765481,0.0216405168175697,3.49991631507874
77232,2,4.5,71.10790252635,9,13852,13901,0,0,0,142.2158050527,0,0,0,9,0,24.5,0.0201563142739613,137196.081548783,142.2158050527,9,0,0.0403485783888478,0.0121022444218397,3.33397483825684
78719,5,7.4,54.25827331534,10,14125,14781,0,0,0,271.2913665767,0,0,0,37,0,131.2,0.303985171455051,52643.6721644042,271.2913665767,37,0,0.0357432553636745,0.00905864033848047,3.94576382637024
79324,1,1,59.949981689,1,16104,16104,59.949981689,0,0,0,1,0,0,0,0,0,0,10731.046722331,59.949981689,1,0,0.0440144264289759,0.0141728790476918,3.10553884506226
80225,3,3,24.3077481585,4,15263,16036,0,32.2499923702,0,40.6732521053,0,4,0,5,0,257.666666666667,0.757843137254902,7965.7481154394,72.9232444755,9,0,0.0484704115078738,0.0143571114167571,3.37605595588684
80365,56,1.5,17.4379164149857,14,13843,16251,77.6999893182,185.2999496442,91.0001525868,622.52322769,5,14,8,57,1,43,0.986885245901639,1376,976.5233192392,84,0,0.118093180900377,0.0429102815687656,2.75209522247314
80896,7,4.28571428571429,36.6770351953429,14,14759,16263,22.8399906159,34.6999874113,31.9557342533,167.2435340869,4,5,4,17,0,214.857142857143,0.986876640419947,456.799812318,256.7392463674,30,0,0.137370486464878,0.0430997051298618,3.18727207183838
83135,4,1.75,15.4251041411,4,15376,15767,0,34.8499908444,26.85042572,0,0,3,4,0,0,97.75,0.43109151047409,5134.1984252712,61.7004165644,7,0,0.0568211064766704,0.0157981235533953,3.59669971466064
83267,18,1.66666666666667,16.14385435315,7,13906,15887,0,34.899993896,81.6712570202,174.0181274405,0,2,8,20,0,110.055555555556,0.833403449726546,13820.397582816,290.5893783567,30,0,0.0261329427320383,0.00837671291083097,3.119713306427
84620,14,1.78571428571429,27.5996499740714,10,13984,16250,49.899993896,76.5999755852,59.7499847402,200.1451454156,1,4,3,17,0,161.857142857143,0.985645933014354,1646.699798568,386.395099637,25,0,0.0733982153494352,0.0244434289634228,3.00277900695801
85375,2,6,55.47649574205,7,15312,15922,0,45.8399925232,0,65.1129989609,0,5,0,7,0,305,0.62821833161689,16548.2373008752,110.9529914841,12,0,0.104643670022444,0.0266423150897026,3.92772436141968
85448,1,1,20,1,15942,15942,0,20,0,0,0,1,0,0,0,0,0,6820,20,1,0,0.0466011991977378,0.0147995287552476,3.1488299369812
88510,1,3,19.6029281616,1,15311,15311,0,0,0,19.6029281616,0,0,0,3,0,0,0,19054.0461730752,19.6029281616,3,0,0.0318976932102437,0.0107279494404793,2.97332620620728
90255,5,3,31.92910499548,8,14719,16259,12.949996948,115.1999607077,0,31.4955673217,1,11,0,3,0,308,0.9846547314578,310.799926752,159.6455249774,15,0,0.167688919195506,0.0490993112325668,3.41530084609985
92363,15,3.2,35.02390543606,9,14298,16202,82.7499847406,33.6985931396,97.2010078429,311.7089958178,5,4,6,33,1,126.933333333333,0.95919395465995,3883.9497528042,525.3585815409,48,0,0.0797688928983029,0.027173662558198,2.93552231788635
93050,23,2.82608695652174,36.8556284696043,9,13919,15749,0,9.8999938964,86.7993545527,750.9801063518,0,2,10,53,0,79.5652173913043,0.774111675126904,5286.5967406776,847.6794548009,65,0,0.022041066010865,0.00668732449412346,3.29594683647156
93386,5,4,68.17883262572,9,14989,16151,114.1999855038,161.2999591808,0,65.394218444,7,11,0,2,1,232.4,0.897990726429675,15074.3980865016,340.8941631286,20,0,0.184586990434692,0.0552086010575294,3.34344625473022
96334,20,3.8,38.888070964605,17,13890,16249,128.9999561286,32.8499908444,86.0343055719,529.8771667472,13,3,11,49,1,117.95,0.985791893021312,979.1996498068,777.7614192921,76,0,0.0585454551080837,0.0179285239428282,3.26549220085144
97713,4,4.5,38.6033129691,8,15312,16246,63.1999778744,34.68998909,0,56.523284912,7,6,0,5,0,233.5,0.961894953656025,2338.3991813528,154.4132518764,18,0,0.114017148062226,0.0321763977408409,3.54350256919861
98299,9,3.55555555555556,32.6916959550667,11,14640,16054,0,22.8999938962,73.1997241972,198.1255455022,0,2,11,19,0,157.111111111111,0.860620815581254,5244.0986022298,294.2252635956,32,0,0.0897705771494826,0.0242852307856083,3.69650912284851
98680,1,3,32.8999938962,1,16264,16264,32.8999938962,0,0,0,3,0,0,0,0,0,0,625.0998840278,32.8999938962,3,0,0.10536828300312,0.0321679189801216,3.27557039260864
99384,8,1.5,13.292313337225,9,14136,15966,0,28.7499904632,0,77.5885162346,0,5,0,7,1,228.75,0.852352119236143,3154.1490325794,106.3385066978,12,0,0.0455346841489324,0.0144055252894759,3.16091799736023
99945,3,3.66666666666667,34.1271667481,7,14535,15403,0,0,36.4504318237,65.9310684206,0,0,5,6,0,289.333333333333,0.496567505720824,32076.380004856,102.3815002443,11,0,0.0470044095917099,0.0126299308612943,3.72166800498962
100110,6,1.5,13.5581499737833,5,14128,15439,0,0,8.9499969482,72.3989028945,0,0,1,8,1,218.5,0.608352668213457,7553.7974242808,81.3488998427,9,0,0.0287597670015427,0.00863436423242092,3.33084940910339
100218,2,1.5,19.9148120882,3,14472,14800,0,0,0,39.8296241764,0,0,0,3,0,164,0.18111540585312,28775.4238547462,39.8296241764,3,0,0.0485124963613297,0.0153371533378959,3.16307044029236
100790,8,3.125,67.4295773508375,8,13929,16039,0,26.7899894714,0,512.6466293353,0,6,0,19,0,263.75,0.896346644010195,5816.9577102552,539.4366188067,25,0,0.0463031860570813,0.0126675497740507,3.65525984764099
