"","id","tot_orders","avg_items","avg_price","tot_cat","first_pur","last_pur","pur_time_avg","activity","last_ord_wt","tot_price","tot_qty","logtarg"
"32",28100,9,2.66666666666667,30.3397653366111,9,13995,15619,180.444444444444,0.70979020979021,19820.3939208144,273.0578880295,24,0
"33",28495,1,3,136.949501039,3,15313,15313,0,0,132841.01600783,136.949501039,3,0
"34",28762,10,3,25.9043043135,10,14487,16130,164.3,0.914810690423163,3113.5491828882,259.043043135,30,0
"35",29220,2,3,31.7384319302,3,13954,14688,367,0.315156719622155,24424.53270037,63.4768638604,6,0
"36",30171,2,2,30.1022930143,3,14692,15098,203,0.255185417976116,18055.243205571,60.2045860286,4,0
"37",31690,17,2.41176470588235,16.2019869859706,12,14622,15901,75.2352941176471,0.77001806140879,7410.7983969752,275.4337787615,41,0
"38",31828,5,6.2,47.35992813094,18,14093,14893,160,0.365296803652968,33864.637489365,236.7996406547,31,0
"39",34290,9,1.77777777777778,25.9503288268889,8,14130,15410,142.222222222222,0.594519275429633,13051.500526152,233.552959442,16,0
"40",35017,3,3,29.0806166328,4,15357,16235,292.666666666667,0.948164146868251,1192.7996520864,87.2418498984,9,0
"41",36129,4,1.75,20.25738048555,6,13983,15544,390.25,0.678695652173913,12045.6966171536,81.0295219422,7,0
"42",36536,13,2,16.9058208463769,10,14755,16277,117.076923076923,0.996073298429319,15,219.7756710029,26,0
"43",37826,16,1.25,27.1439940930437,8,13827,16278,153.1875,0.997964169381108,50,434.3039054887,20,0
"44",38482,8,2.75,101.1241140362,8,14108,15977,233.625,0.859310344827586,12209.398132176,808.9929122896,22,0
"45",39527,9,1.77777777777778,15.3734351262667,5,13828,15781,217,0.795519348268839,4994.8984679964,138.3609161364,16,0
"46",39608,18,2.5,32.7651080024444,9,13983,15901,106.555555555556,0.833913043478261,4946.898834136,589.771944044,45,0
"47",40886,4,1.5,18.22603607125,5,14653,16181,382,0.937423312883436,1305.599533044,72.904144285,6,0
"48",40894,8,1.125,18.1408181189,4,13940,15983,255.375,0.871959026888604,2969.99816895,145.1265449512,9,0
"49",40975,10,4.7,38.63862132996,13,14023,16245,222.2,0.983185840707965,980.019527432,386.3862132996,47,0
"50",41513,18,1.44444444444444,14.7555308870333,10,13829,16217,132.666666666667,0.973105134474328,854.699798568,265.5995559666,26,0
"51",42528,3,6,94.7221609745667,7,15101,16250,383,0.972081218274112,5332.7992572558,284.1664829237,18,0
"52",43400,5,4.4,59.08240737858,7,14404,15895,298.2,0.793507184672698,22387.5928951768,295.4120368929,22,0
"53",43702,21,3,29.1476388656143,13,14065,16055,94.7619047619048,0.897204688908927,5677.1986083336,612.1004161779,63,0
"54",44563,23,2,20.5960215692261,8,14087,16235,93.3913043478261,0.978142076502732,715.1997070272,473.7084960922,46,0
"55",44865,14,15.5,127.548131533214,19,14360,16257,135.5,0.986479459178367,1177.7997322052,1785.673841465,217,0
"56",45497,15,4.13333333333333,31.7573875425933,11,13823,15536,114.2,0.696341463414634,31636.0871659008,476.3608131389,62,0
"57",48429,24,1.45833333333333,24.5750958125042,14,13954,16250,95.6666666666667,0.985830828681838,491.699798568,589.8022995001,35,0
"58",49719,9,2.22222222222222,30.1037578580667,6,13963,16277,257.111111111111,0.997413793103448,178.1399230956,270.9338207226,20,0
"59",51306,5,4.4,28.0190555568,10,14947,15832,177,0.662425149700599,12988.7953546098,140.095277784,22,0
"60",51578,2,12.5,106.8344116199,8,14724,14958,117,0.150096215522771,107784.14335183,213.6688232398,25,0
"61",52795,5,2.2,27.17875518794,5,13828,16089,452.2,0.920977596741344,5790.8982238524,135.8937759397,11,0
"62",52841,6,2.16666666666667,22.5607471466,6,14003,15024,170.166666666667,0.44780701754386,25684.2791023338,135.3644828796,13,0
"63",53210,2,4.5,51.2657299039,5,15213,15356,71.5,0.133644859813084,55991.756194938,102.5314598078,9,0
"64",53279,11,1.81818181818182,12.8183607620727,6,14944,15621,61.5454545454545,0.505601194921583,6620,141.0019683828,20,0
"65",54003,1,2,23.8999938962,2,15803,15803,0,0,11471.997070176,23.8999938962,2,0
"66",54437,19,4.36842105263158,39.3364030935947,13,14053,16264,116.368421052632,0.991479820627803,415.1498260398,747.3916587783,83,0
"67",57878,16,3.1875,35.0495002268312,7,14296,16144,115.5,0.930045294413689,4837.1983031853,560.7920036293,51,0
"68",58521,10,1.6,29.05482139563,7,13925,15983,205.8,0.872773536895674,7469.9981688,290.5482139563,16,3.1311359406
"69",58807,34,1.61764705882353,14.3056029149559,12,13823,16249,71.3529411764706,0.986178861788618,336.599792481,486.3904991085,55,2.191652298
"70",58831,1,6,58.8752479543,3,14991,14991,0,0,76066.8203569556,58.8752479543,6,0
"71",60038,2,2,25.4878940584,4,14685,14716,15.5,0.0193992490613267,15983.825606602,50.9757881168,4,0
"72",60380,6,2.33333333333333,27.3285835583167,8,14093,16144,341.833333333333,0.936529680365297,4823.2981176342,163.9715013499,14,0
"73",61000,1,4,58.4662055972,3,14450,14450,0,0,107168.554859668,58.4662055972,4,0
"74",64084,6,2.66666666666667,18.12820084885,7,14186,16005,303.166666666667,0.867429661421078,4003.1988334564,108.7692050931,16,0
"75",65420,6,5.16666666666667,34.1931451159,13,15026,16089,177.166666666667,0.845664280031822,7711.497409712,205.1588706954,31,0
"76",65900,10,8.1,50.39634799952,16,13857,15347,149,0.614179719703215,82369.9405974744,503.9634799952,81,0
"77",67270,1,4,18.8514289855,2,16039,16039,0,0,4599.748672462,18.8514289855,4,0
"78",67393,7,1.14285714285714,21.7963278634143,7,14041,16046,286.428571428571,0.894290811775201,2121.1492767234,152.5742950439,8,0
"79",67709,12,3.08333333333333,35.0116157530417,6,14124,16012,157.333333333333,0.874478925428439,11596.0861129386,420.1393890365,37,0
"80",67806,10,10.6,106.603670691,18,14051,16253,220.2,0.986559139784946,3484.498844127,1066.03670691,106,0
"81",67849,4,1,11.396756172275,2,13824,15451,406.75,0.661651077673851,8278.3974609024,45.5870246891,4,0
"82",68004,5,2.2,24.2338012696,8,13936,15755,363.8,0.775031955688112,7339.196777352,121.169006348,11,0
"83",68195,3,2.66666666666667,28.7857233683333,7,14118,14594,158.666666666667,0.21986143187067,61659.0279009795,86.357170105,8,0
"84",68349,14,5.57142857142857,86.2203246524857,14,13989,16041,146.571428571429,0.894507410636443,8457.8992614644,1207.0845451348,78,0
"85",69094,13,2.38461538461538,24.5728263854077,7,13906,16019,162.538461538462,0.888935633151031,7867.196777352,319.4467430103,31,3.1311359406
"86",69299,3,1.66666666666667,27.4528236390667,5,14114,15550,478.666666666667,0.662056247118488,33534.7388152996,82.3584709172,5,0
"87",69752,2,2,11.4249954223,1,16039,16126,43.5,0.35655737704918,2810.2990417348,22.8499908446,4,0
"88",70173,7,1.57142857142857,16.3087430681429,6,14234,15325,155.857142857143,0.53245485602733,11060.0790100412,114.161201477,11,0
"89",70211,15,4.86666666666667,50.3719813023933,12,13855,15762,127.133333333333,0.785420098846787,56307.1926566485,755.5797195359,73,0
"90",70637,24,2.20833333333333,25.0983834263917,13,14298,16084,74.4166666666667,0.899748110831234,7341.1083602002,602.3612022334,53,0
"91",71595,1,3,10.200271606,1,14066,14066,0,0,22614.002150502,10.200271606,3,0
"92",72737,13,2.46153846153846,23.5300812353,13,13842,16029,168.230769230769,0.895944285129045,3274.05887605,305.8910560589,32,0
"93",72770,3,5,48.6862920127,9,14199,15726,509,0.732725527831094,28796.8898008287,146.0588760381,15,0
"94",72850,2,2,22.113363266,4,14502,15229,363.5,0.408197641774284,35944.723503366,44.226726532,4,0
"95",74071,5,2.4,20.21954421988,7,13946,15350,280.8,0.600770218228498,13061.224113468,101.0977210994,12,0
"96",74438,9,2.66666666666667,45.7748103671,9,13905,15089,131.555555555556,0.497897392767031,161777.81762658,411.9732933039,24,0
"97",74454,5,2.4,27.82087860076,3,14796,15868,214.4,0.720914593140551,30191.243667266,139.1043930038,12,0
"98",75248,4,3.75,27.08050489405,8,14158,15679,380.25,0.715764705882353,25851.1937788,108.3220195762,15,0
"99",77232,2,4.5,71.10790252635,9,13852,13901,24.5,0.0201563142739613,137196.081548783,142.2158050527,9,0
"100",78719,5,7.4,54.25827331534,10,14125,14781,131.2,0.303985171455051,52643.6721644042,271.2913665767,37,0
"101",79324,1,1,59.949981689,1,16104,16104,0,0,10731.046722331,59.949981689,1,0
"102",80225,3,2.66666666666667,24.3077481585,4,15263,16036,257.666666666667,0.757843137254902,7965.7481154394,72.9232444755,8,0
"103",80365,56,1.5,17.4379164149857,14,13843,16251,43,0.986885245901639,1376,976.5233192392,84,0
"104",80896,7,4.28571428571429,36.6770351953429,14,14759,16263,214.857142857143,0.986876640419947,456.799812318,256.7392463674,30,0
"105",83135,4,1.5,15.4251041411,4,15376,15767,97.75,0.43109151047409,5134.1984252712,61.7004165644,6,0
"106",83267,18,1.66666666666667,16.14385435315,7,13906,15887,110.055555555556,0.833403449726546,13820.397582816,290.5893783567,30,0
"107",84620,14,1.78571428571429,27.5996499740714,10,13984,16250,161.857142857143,0.985645933014354,1646.699798568,386.395099637,25,0
"108",85375,2,6,50.37635993905,7,15312,15922,305,0.62821833161689,16548.2373008752,100.7527198781,12,0
"109",85448,1,1,20,1,15942,15942,0,0,6820,20,1,0
"110",88510,1,3,19.6029281616,1,15311,15311,0,0,19054.0461730752,19.6029281616,3,0
"111",90255,5,3,31.92910499548,8,14719,16259,308,0.9846547314578,310.799926752,159.6455249774,15,0
"112",92363,15,3.13333333333333,35.02390543606,8,14298,16202,126.933333333333,0.95919395465995,3883.9497528042,525.3585815409,47,0
"113",93050,23,2.82608695652174,36.7444781426696,9,13919,15749,79.5652173913043,0.774111675126904,5286.5967406776,845.1229972814,65,0
"114",93386,5,3.8,68.17883262572,9,14989,16151,232.4,0.897990726429675,15074.3980865016,340.8941631286,19,0
"115",96334,20,3.8,38.37805757502,17,13890,16249,117.95,0.985791893021312,979.1996498068,767.5611515004,76,0
"116",97713,4,4.5,34.6533141135,8,15312,16246,233.5,0.961894953656025,1753.799350724,138.613256454,18,0
"117",98299,9,3.44444444444444,32.6916959550667,11,14640,16054,157.111111111111,0.860620815581254,5244.0986022298,294.2252635956,31,0
"118",98680,1,3,32.8999938962,1,16264,16264,0,0,625.0998840278,32.8999938962,3,0
"119",99384,8,1.375,13.292313337225,8,14136,15966,228.75,0.852352119236143,3154.1490325794,106.3385066978,11,0
"120",99945,3,3.66666666666667,34.1271667481,7,14535,15403,289.333333333333,0.496567505720824,32076.380004856,102.3815002443,11,0
"121",100110,5,1.4,16.26977996854,4,14128,15439,262.2,0.608352668213457,7553.7974242808,81.3488998427,7,0
"122",100218,2,1.5,19.9148120882,3,14472,14800,164,0.18111540585312,28775.4238547462,39.8296241764,3,0
"123",100790,8,3,67.4295773508375,8,13929,16039,263.75,0.896346644010195,5816.9577102552,539.4366188067,24,0
"124",101540,9,3.44444444444444,35.0254088506444,6,14849,16140,143.444444444444,0.900278940027894,4404.399345346,315.2286796558,31,0
"125",101958,1,1,7.8999977112,1,15467,15467,0,0,6446.3981323392,7.8999977112,1,0
"126",102199,14,1.5,15.5469205038214,6,14062,15112,75,0.472760018009905,10148.3420638663,217.6568870535,21,0
"127",102261,6,3.5,49.8083337144167,9,13823,14431,101.333333333333,0.247154471544715,113487.420958156,298.8500022865,21,0
"128",103101,1,7,77.1473541257,5,15381,15381,0,0,69586.9134213814,77.1473541257,7,0
"129",103314,3,2.33333333333333,321.7286612189,4,14585,15347,254,0.448763250883392,97096.8907026144,965.1859836567,7,0
"130",104353,11,1.45454545454545,15.0890742214182,10,13953,16270,210.636363636364,0.994420600858369,220.349960324,165.9798164356,16,0
"131",104418,14,1.35714285714286,14.5255718229214,4,14090,16225,152.5,0.973552211582307,1038.1996459796,203.3580055209,19,0
"132",106380,7,2.28571428571429,22.2075838360857,6,13968,16126,308.285714285714,0.932181425485961,1248.1495208674,155.4530868526,16,0
"133",107123,7,1.42857142857143,8.54952730452857,7,13835,14481,92.2857142857143,0.263888888888889,9029.2061920884,59.8466911317,10,0
"134",108200,1,3,17.4499969482,3,15696,15696,0,0,10243.1482085934,17.4499969482,3,0
"135",111201,13,1.69230769230769,16.2401205206615,5,14381,15578,92.0769230769231,0.629337539432177,9129.74784834,211.1215667686,22,0
"136",111562,10,1.5,14.01449184408,10,13897,16236,233.9,0.980301760268231,138.6499462132,140.1449184408,15,0
"137",112917,14,3.21428571428571,33.32276807485,15,14527,16039,108,0.861047835990888,7307.7992553608,466.5187530479,45,0
"138",114278,2,1.5,13.9454784391,2,13836,14066,115,0.0939926440539436,22443.962012751,27.8909568782,3,0
"139",114502,13,2.15384615384615,22.4888553617462,6,13962,16178,170.461538461538,0.954760878931495,2089.499359122,292.3551197027,28,0
"140",115037,3,2,32.2419344581333,2,13970,15417,482.333333333333,0.625594466061392,25893.394713936,96.7258033744,6,0
"141",116998,2,1,32.671546936,2,14271,15066,397.5,0.395129224652087,60979.7296443,65.343093872,2,0
"142",118290,1,1,10.123573303,1,14480,14480,0,0,18252.802665309,10.123573303,1,0
"143",119237,2,1.5,31.4060955046,3,14587,14657,35,0.0412735849056604,53913.7186203492,62.8121910092,3,0
"144",121428,16,3.5625,52.5609128475688,9,14170,16277,131.6875,0.997160435399905,155.3999633772,840.9746055611,57,0
"145",121622,7,1.28571428571429,15.3716223581571,3,14009,14891,126,0.387862796833773,21209.202393024,107.6013565071,9,0
"146",121630,7,2.42857142857143,23.2461095536571,8,14194,16195,285.857142857143,0.957874581139301,3409.9986571816,162.7227668756,17,2.7663173676
"147",122050,1,1,25.513458252,1,14212,14212,0,0,52838.372039892,25.513458252,1,0
"148",122149,6,1.83333333333333,17.0157165527333,5,14692,15360,111.333333333333,0.419861722187304,12873.6360168832,102.0942993164,11,0
"149",123986,6,4,41.7682743071,6,13859,14849,165,0.408415841584158,73025.951109966,250.6096458426,24,0
"150",124117,5,3.2,29.74184036282,9,13855,14388,106.6,0.219522240527183,46313.320292499,148.7092018141,16,0
"151",124575,3,3.66666666666667,44.1585642495667,5,14474,15259,261.666666666667,0.433941404090658,26125.781250048,132.4756927487,11,0
"152",125008,9,2.77777777777778,44.6214366487111,13,14116,15912,199.555555555556,0.828795569912321,7420.639694153,401.5929298384,25,0
"153",125407,11,2,23.1615635263,10,13940,15965,184.090909090909,0.864276568501921,10303.198058928,254.7771987893,22,0
"154",125490,4,1,17.98724365225,3,14439,15633,298.5,0.647505422993492,9903.7223818,71.948974609,4,0
"155",126446,12,5.91666666666667,51.0424688653167,14,14136,15711,131.25,0.733581741965533,29028.991271852,612.5096263838,71,0
"156",127027,6,5.33333333333333,75.1493514378833,13,14758,16264,251,0.987540983606557,1344.2497825526,450.8961086273,32,0
"157",127213,10,3.4,36.27668533318,10,13843,15941,209.8,0.85983606557377,3402.8989562844,362.7668533318,34,0
"158",128260,6,2.33333333333333,21.9930473962833,11,13824,16147,387.166666666667,0.944692964619764,4161.5979766192,131.9582843777,14,0
"159",129003,1,3,24.8899917602,1,16270,16270,0,0,323.5698928826,24.8899917602,3,0
"160",129054,24,1.41666666666667,17.79333257665,10,13841,16011,90.4166666666667,0.888615888615889,2121.5997924912,427.0399818396,34,0
"161",129348,2,3.5,30.5624675751,2,14023,14096,36.5,0.0323008849557522,72626.7807307296,61.1249351502,7,0
"162",129518,1,1,7.6438102722,1,14041,14041,0,0,17137.4226302724,7.6438102722,1,0
"163",129828,4,3.25,19.912494659325,6,15580,15899,79.75,0.453769559032717,3417.5983886592,79.6499786373,13,0
"164",130273,2,3.5,53.5757293701,5,15865,16261,198,0.947368421052632,1149.4996643064,107.1514587402,7,0
"165",131504,8,2.625,20.9629492757625,6,14955,15983,128.5,0.774096385542169,4154.99725341,167.7035942061,21,0
"166",132683,4,3.5,30.687020301675,6,15374,15951,144.25,0.634763476347635,10723.5959472096,122.7480812067,14,0
"167",132845,9,2.66666666666667,24.4874009025778,7,14370,16208,204.222222222222,0.960794563512807,1496.2497711,220.3866081232,24,0
"168",133183,9,2.66666666666667,22.6288172402222,10,13905,15724,202.111111111111,0.764928511354079,11096.1448821873,203.659355162,24,0
"169",133612,8,1.375,18.5959348678875,7,13935,16019,260.5,0.887563884156729,5253.598388544,148.7674789431,11,0
"170",134112,16,2.25,23.328008889875,8,14187,15873,105.375,0.804389312977099,12258.997497442,373.248142238,36,0
"171",134120,4,4,32.0338220595,11,14226,15662,359,0.698104035002431,13624.736778252,128.135288238,16,0
"172",134872,17,4.17647058823529,31.5896610931706,14,13855,16236,140.058823529412,0.980642504118616,2194.8992290308,537.0242385839,71,0
"173",135151,1,1,39.880737305,1,15024,15024,0,0,50209.848266995,39.880737305,1,0
"174",136158,9,1.33333333333333,21.4911787245222,4,13848,16074,247.333333333333,0.914168377823409,5214.549362132,193.4206085207,12,0
"175",137111,33,4.60606060606061,39.5727971970697,17,13913,16281,71.7575757575758,0.99915611814346,55.479980468,1305.9023075033,152,0
"176",137936,4,3.25,27.654494285275,8,13919,14689,192.5,0.325719120135364,48655.44172491,110.6179771411,13,0
"177",138347,18,3.83333333333333,28.62344445105,14,13919,16278,131.055555555556,0.997884940778342,42.249984741,515.2220001189,69,0
"178",139629,5,1.8,35.02467498776,6,14948,16223,255,0.955056179775281,773.999633784,175.1233749388,9,0
"179",140040,1,1,248,1,15903,15903,0,0,94240,248,1,0
"180",140260,1,2,22.8999938962,2,16148,16148,0,0,3091.499175987,22.8999938962,2,0
"181",140996,9,2.11111111111111,17.3100636798889,8,13890,15327,159.666666666667,0.600501462599248,19331.8346100156,155.790573119,19,0
"182",141763,2,1,5.4949989319,2,15376,15640,132,0.291069459757442,3851.5686264234,10.9899978638,2,0
"183",144002,8,9.875,93.4233407966375,15,13961,15984,252.875,0.871231696813092,24990.4114224674,747.3867263731,79,0
"184",144843,2,2.5,21.10356521555,3,13852,14877,512.5,0.421637186343069,37956.6633518124,42.2071304311,5,0
"185",145238,10,5.4,43.62058372476,16,14457,15614,115.7,0.633625410733844,67995.5441546664,436.2058372476,54,0
"186",147133,5,2.2,84.34751129088,7,15098,16091,198.6,0.837974683544304,42796.798828032,421.7375564544,11,0
"187",148547,8,5.5,52.121078491275,15,13837,15348,188.875,0.617743254292723,51281.2674328955,416.9686279302,44,0
"188",148830,4,8,254.409632682275,5,15871,15955,21,0.203883495145631,154697.682693148,1017.6385307291,32,0
"189",148920,8,2.625,35.050664901475,11,14041,16270,278.625,0.994201605709188,557.6999206506,280.4053192118,21,0
"190",150452,4,1.5,17.735702514775,3,14585,15766,295.25,0.695524146054181,8168.597633174,70.9428100591,6,0
"191",151327,18,3,28.7273616788556,14,13953,16222,126.055555555556,0.97381974248927,1270.6295299523,517.0925102194,54,0
"192",151408,6,2.5,26.3548288343333,8,14080,16148,344.666666666667,0.938719927371766,3901.499433486,158.128973006,15,0
"193",151653,4,2.5,48.24970293025,6,15710,15928,54.5,0.380453752181501,6531.998510349,192.998811721,10,3.284702301
"194",152650,32,14.6875,110.843220382187,24,13858,16209,73.46875,0.969484536082474,9471.2564544528,3546.98305223,470,0
"195",154997,16,3.3125,30.9023596047312,19,13905,15900,124.6875,0.838940285954584,7660,494.4377536757,53,0
"196",155446,16,2.625,20.4175648689,13,13908,16216,144.25,0.971789473684211,663.2995910588,326.6810379024,42,0
"197",156191,3,2,25.1220677694,5,14201,15728,509,0.73342939481268,9379.49661228,75.3662033082,6,0
"198",159913,9,6.44444444444444,86.8563232417111,6,14003,16008,222.777777777778,0.879385964912281,1361.249160755,781.7069091754,58,0
"199",160083,10,3.7,28.79784431432,10,14032,16277,224.5,0.997334517992004,89.699981688,287.9784431432,37,0
"200",160644,4,5.75,47.23696041065,6,14233,15152,229.75,0.448292682926829,50685.4398644178,188.9478416426,23,0
"201",161365,30,3.63333333333333,33.3096720377033,14,14038,15833,59.8333333333333,0.799554565701559,3554.99897004,999.2901611311,109,0
"202",163317,10,2.3,32.19361534094,7,14142,16253,211.1,0.98598785614199,2146.499519313,321.9361534094,23,0
"203",163945,6,8.5,110.865722019383,12,14657,16194,256.166666666667,0.945264452644526,25964.8543776297,665.1943321163,51,0
"204",165972,6,6.5,79.9404532111833,12,13906,14649,123.833333333333,0.312578880942364,77655.116974528,479.6427192671,39,0
"205",166898,10,3.4,33.97897987338,12,13848,16215,236.7,0.972073921971253,9681.8377378984,339.7897987338,34,0
"206",167380,1,1,34.767822266,1,14192,14192,0,0,72699.516358206,34.767822266,1,0
"207",168432,5,4.8,58.38487243598,8,14003,15543,308,0.675438596491228,18351.99096682,291.9243621799,24,0
"208",168980,8,2.75,31.3644738195875,10,13919,16279,295,0.998307952622673,95.5999755848,250.9157905567,22,0
"209",169714,14,4.35714285714286,77.6208786276571,9,15328,16239,65.0714285714286,0.953926701570681,1357.3995971536,1086.6923007872,61,0
"210",169790,7,2,23.6790319166571,5,13941,16125,312,0.932536293766012,4392.398071136,165.7532234166,14,0
"211",170674,10,7.6,66.5999778743,19,13883,15900,201.7,0.840416666666667,31080.4432792309,665.999778743,76,0
"212",170810,2,2,15.8749923703,2,15894,16088,97,0.498714652956298,965.249404899,31.7499847406,4,0
"213",172480,25,4.48,58.213781509216,23,13828,16278,98,0.9979633401222,348.4999084435,1455.3445377304,112,0
"214",172880,7,5.57142857142857,56.3443499969857,16,13830,14597,109.571428571429,0.312678353037097,181545.187543963,394.4104499789,39,0
"215",173576,4,5.75,59.548799991025,8,14039,16244,551.25,0.982620320855615,2868.3948497529,238.1951999641,23,0
"216",173959,6,3.16666666666667,39.9269847869167,8,13995,15636,273.5,0.71722027972028,30085.5,239.5619087215,19,0
"217",174157,3,7,39.5057646433333,11,15223,15508,95,0.268867924528302,25498.65713111,118.51729393,21,0
"218",175226,4,1.5,30.59441661845,5,13844,14923,269.75,0.442394423944239,11681.99035644,122.3776664738,6,0
"219",177156,5,1.6,17.16217346182,4,13901,15767,373.2,0.783375314861461,15402.5952758652,85.8108673091,8,0
"220",177407,8,4.375,37.1672718524375,14,14781,16103,165.25,0.880159786950732,14561.999244684,297.3381748195,35,0
"221",177644,8,3.25,29.719316959325,11,14095,15739,205.5,0.751371115173675,28233.596679696,237.7545356746,26,0
"222",178136,16,1.6875,9.9483481646375,9,14044,16076,127,0.907548012505583,3506.5793209158,159.1735706342,27,0
"223",178420,4,4,33.59953689585,10,13907,15348,360.25,0.606481481481482,17764.629058946,134.3981475834,16,0
"224",178756,13,3.15384615384615,31.3021375210923,14,13928,16250,178.615384615385,0.985987261146497,524.6997985812,406.9277877742,41,0
"225",180645,16,2.9375,47.6308858392687,13,14107,15362,78.4375,0.576746323529412,15010.9326096279,762.0941734283,47,0
"226",180750,4,2.25,18.323403835425,6,14276,15808,383,0.763328350772297,7528.7465572,73.2936153417,9,3.7352848053
"227",183490,2,1,19.9507369996,2,15354,15676,161,0.346609257265877,6039.6481475574,39.9014739992,2,0
"228",184772,6,2.83333333333333,65.8483314512167,8,14472,16116,274,0.907785753727222,4984.9484709814,395.0899887073,17,0
"229",184977,3,1.33333333333333,9.6543032328,2,14846,15923,359,0.749478079331942,5723.997802704,28.9629096984,4,0
"230",185647,6,1,8.72604497278333,5,13918,15117,199.833333333333,0.506976744186047,5931.8533096482,52.3562698367,6,0
"231",186023,1,1,78,1,16148,16148,0,0,10530,78,1,0
"232",186368,3,3.66666666666667,24.6595242815667,8,14066,15936,623.333333333333,0.843482183130356,10687.5957641016,73.9785728447,11,0
"233",186465,22,2.31818181818182,22.1396645632045,15,13967,16154,99.4090909090909,0.944300518134715,3334.6490649822,487.0726203905,51,0
"234",188026,13,2,15.7357221748692,9,13996,15599,123.307692307692,0.70091823349366,5095.7979125688,204.5643882733,26,0
"235",189804,11,4,45.5216921028,13,14200,15313,101.181818181818,0.534325492078733,17333.558539921,500.7386131308,44,0
"236",189847,15,2.53333333333333,29.0291549682267,9,14249,16175,128.4,0.946902654867257,1819.7990112276,435.4373245234,38,0
