"id","tot_orders","avg_items","avg_price","tot_cat","first_pur","last_pur","slstyr","slslyr","sls2ago","slsbfr","ordtyr","ordlyr","ord2ago","ordbfr","cat99","pur_time_avg","activity","last_ord_wt","tot_price","tot_qty","logtarg"
26417,15,2.2,25.6291263579467,11,14270,16081,9.9499969482,39.7499866481,29.7514190669,304.985492706,1,4,4,24,0,120.733333333333,0.899652260307998,2009.8993835364,384.4368953692,33,0
28100,9,2.66666666666667,30.3397653366111,9,13995,15619,0,0,87.0499725338,186.0079154957,0,0,7,17,0,180.444444444444,0.70979020979021,19820.3939208144,273.0578880295,24,0
28495,1,3,136.949501039,3,15313,15313,0,0,0,136.949501039,0,0,0,3,0,0,0,132841.01600783,136.949501039,3,0
28762,10,3.1,26.40537013992,11,14487,16130,20.3499946594,60.1499805444,0,183.5537261954,5,7,0,19,1,164.3,0.914810690423163,3113.5491828882,264.0537013992,31,0
29220,2,3,31.7384319302,3,13954,14688,0,0,0,63.4768638604,0,0,0,6,0,367,0.315156719622155,24424.53270037,63.4768638604,6,0
30171,2,2,30.1022930143,3,14692,15098,0,0,0,60.2045860286,0,0,0,4,0,203,0.255185417976116,18055.243205571,60.2045860286,4,0
31690,17,2.41176470588235,16.2019869859706,12,14622,15901,0,41.2499866483,58.2534217833,175.9303703299,0,6,11,24,0,75.2352941176471,0.77001806140879,7410.7983969752,275.4337787615,41,0
31828,5,6.2,47.35992813094,18,14093,14893,0,0,0,236.7996406547,0,0,0,31,0,160,0.365296803652968,33864.637489365,236.7996406547,31,0
34290,9,1.77777777777778,25.9503288268889,8,14130,15410,0,0,14.950172424,218.602787018,0,0,1,15,0,142.222222222222,0.594519275429633,13051.500526152,233.552959442,16,0
35017,3,3,34.0639489488,4,15357,16235,39.7999896998,0,62.3918571466,0,4,0,5,0,0,292.666666666667,0.948164146868251,1910.3995055904,102.1918468464,9,0
36129,4,2,20.25738048555,7,13983,15544,0,0,16.2999954224,64.7295265198,0,0,3,5,1,390.25,0.678695652173913,12045.6966171536,81.0295219422,8,0
36536,13,2.07692307692308,16.9058208463769,10,14755,16277,9.9499969482,26.8399906158,47.8512878412,135.1343955977,3,6,4,14,0,117.076923076923,0.996073298429319,15,219.7756710029,27,0
37826,16,1.25,27.1439940930437,8,13827,16278,10,0,189.799972533,234.5039329557,1,0,4,15,0,153.1875,0.997964169381108,50,434.3039054887,20,0
38482,8,2.75,101.1241140362,8,14108,15977,0,39.899993896,532.8505821225,236.2423362711,0,1,4,17,0,233.625,0.859310344827586,12209.398132176,808.9929122896,22,0
39527,9,1.77777777777778,15.3734351262667,5,13828,15781,0,9.9499969482,0,128.4109191882,0,1,0,15,0,217,0.795519348268839,4994.8984679964,138.3609161364,16,0
39608,18,2.55555555555556,32.7651080024444,10,13983,15901,0,74.5999774926,110.0499763475,405.1219902039,0,8,10,28,0,106.555555555556,0.833913043478261,4946.898834136,589.771944044,46,0
40886,4,1.5,18.22603607125,5,14653,16181,12.799995422,16.899993896,0,43.204154967,1,1,0,4,0,382,0.937423312883436,1305.599533044,72.904144285,6,0
40894,8,1.25,18.1408181189,5,13940,15983,0,22.7999877925,0,122.3265571587,0,3,0,7,1,255.375,0.871959026888604,2969.99816895,145.1265449512,10,0
40975,10,4.7,41.56385974849,13,14023,16245,25.789987564,56.6499786374,28.7499885558,304.4486427277,4,9,4,30,0,222.2,0.983185840707965,980.019527432,415.6385974849,47,0
41513,18,1.44444444444444,14.7555308870333,10,13829,16217,27.8499908444,30.8499908444,26.8993225102,180.0002517676,3,3,2,18,1,132.666666666667,0.973105134474328,854.699798568,265.5995559666,26,0
42528,3,6,94.7221609745667,7,15101,16250,256.2499561297,0,0,27.916526794,16,0,0,2,0,383,0.972081218274112,5332.7992572558,284.1664829237,18,0
43400,5,4.4,59.08240737858,7,14404,15895,0,94.499969481,0,200.9120674119,0,8,0,14,0,298.2,0.793507184672698,22387.5928951768,295.4120368929,22,0
43702,21,3,29.1476388656143,13,14065,16055,0,24.8999938962,147.9497127528,439.2507095289,0,2,16,45,0,94.7619047619048,0.897204688908927,5677.1986083336,612.1004161779,63,0
44563,23,2,22.9524393495957,8,14087,16235,52.6399765008,131.0999755844,78.2433357241,265.9228172314,7,8,8,23,0,93.3913043478261,0.978142076502732,715.1997070272,527.9061050407,46,0
44865,14,15.5714285714286,127.548131533214,20,14360,16257,225.3499374378,85.3999729148,800.5045890776,674.4193420348,31,12,93,82,1,135.5,0.986479459178367,1177.7997322052,1785.673841465,218,0
45497,15,4.13333333333333,31.7573875425933,11,13823,15536,0,0,42.3508529664,434.0099601725,0,0,5,57,0,114.2,0.696341463414634,31636.0871659008,476.3608131389,62,0
48429,24,1.45833333333333,24.7870688438667,14,13954,16250,32.7499847407,22.8999938962,84.1899795525,455.0496940634,3,2,7,23,0,95.6666666666667,0.985830828681838,491.699798568,594.8896522528,35,0
49719,9,2.22222222222222,30.1037578580667,6,13963,16277,51.4899768828,109.5399665824,76.8999938962,33.0038833612,8,5,3,4,0,257.111111111111,0.997413793103448,178.1399230956,270.9338207226,20,0
51306,5,4.6,30.85672416642,10,14947,15832,0,28.7999896998,33.3999938964,92.0836372359,0,3,5,15,0,177,0.662425149700599,12988.7953546098,154.2836208321,23,0
51578,2,12.5,106.8344116199,8,14724,14958,0,0,0,213.6688232398,0,0,0,25,0,117,0.150096215522771,107784.14335183,213.6688232398,25,0
52795,5,2.2,27.17875518794,5,13828,16089,29.8499908446,41.7999877922,0,64.2437973029,3,3,0,5,0,452.2,0.920977596741344,5790.8982238524,135.8937759397,11,0
52841,6,2.16666666666667,22.5607471466,6,14003,15024,0,0,0,135.3644828796,0,0,0,13,0,170.166666666667,0.44780701754386,25684.2791023338,135.3644828796,13,0
53210,2,4.5,51.2657299039,5,15213,15356,0,0,60.401031494,42.1304283138,0,0,4,5,0,71.5,0.133644859813084,55991.756194938,102.5314598078,9,0
53279,11,1.81818181818182,12.8183607620727,6,14944,15621,0,0,37.8999938964,103.1019744864,0,0,6,14,0,61.5454545454545,0.505601194921583,6620,141.0019683828,20,0
54003,1,2,23.8999938962,2,15803,15803,0,23.8999938962,0,0,0,2,0,0,0,0,0,11471.997070176,23.8999938962,2,0
54437,19,4.47368421052632,39.3364030935947,14,14053,16264,21.8499908442,54.1999855036,355.3634223922,315.9782600383,2,6,39,38,0,116.368421052632,0.991479820627803,415.1498260398,747.3916587783,85,0
57878,16,3.25,35.6745002268312,8,14296,16144,34.7999877927,78.44996643,102.4499664295,355.0920829771,3,8,11,30,1,115.5,0.930045294413689,4837.1983031853,570.7920036293,52,0
58521,10,1.7,29.05482139563,7,13925,15983,0,24.899993896,34.7999877925,230.8482322678,0,1,4,12,0,205.8,0.872773536895674,7469.9981688,290.5482139563,17,3.1311359406
58807,34,1.64705882352941,14.3056029149559,12,13823,16249,9.8999938965,83.4899711601,81.6494598386,311.3510742133,1,9,11,35,0,71.3529411764706,0.986178861788618,336.599792481,486.3904991085,56,2.191652298
58831,1,6,58.8752479543,3,14991,14991,0,0,0,58.8752479543,0,0,0,6,0,0,0,76066.8203569556,58.8752479543,6,0
60038,2,2,25.4878940584,4,14685,14716,0,0,0,50.9757881168,0,0,0,4,0,15.5,0.0193992490613267,15983.825606602,50.9757881168,4,0
60380,6,2.5,27.3285835583167,9,14093,16144,34.6999864578,0,40,89.2715148921,5,0,1,9,1,341.833333333333,0.936529680365297,4823.2981176342,163.9715013499,15,0
61000,1,4,58.4662055972,3,14450,14450,0,0,0,58.4662055972,0,0,0,4,0,0,0,107168.554859668,58.4662055972,4,0
64084,6,3,18.12820084885,9,14186,16005,0,26.8399906158,14.9499969482,66.9792175291,0,7,3,8,0,303.166666666667,0.867429661421078,4003.1988334564,108.7692050931,18,0
65420,6,5.33333333333333,34.1931451159,13,15026,16089,39.749986648,55.6499805448,102.0895271293,7.6693763733,5,9,17,1,0,177.166666666667,0.845664280031822,7711.497409712,205.1588706954,32,0
65900,10,8.1,51.67457714075,16,13857,15347,0,0,88.0020732879,428.7436981196,0,0,15,66,0,149,0.614179719703215,82369.9405974744,516.7457714075,81,0
67270,1,4,23.8014259337,2,16039,16039,0,23.8014259337,0,0,0,4,0,0,0,0,0,5807.5479278228,23.8014259337,4,0
67393,7,1.28571428571429,21.7963278634143,8,14041,16046,0,8.9499969482,78,65.6242980957,0,1,1,7,1,286.428571428571,0.894290811775201,2121.1492767234,152.5742950439,9,0
67709,12,3.16666666666667,35.0116157530417,7,14124,16012,0,151.1999435414,0,268.9394454951,0,17,0,21,1,157.333333333333,0.874478925428439,11596.0861129386,420.1393890365,38,0
67806,10,10.8,106.603670691,18,14051,16253,205.6899375901,162.7399539937,194.7513961778,502.8554191484,23,19,22,44,0,220.2,0.986559139784946,3484.498844127,1066.03670691,108,0
67849,4,1,11.396756172275,2,13824,15451,0,0,9.9499969482,35.6370277409,0,0,1,3,0,406.75,0.661651077673851,8278.3974609024,45.5870246891,4,0
68004,5,2.2,24.2338012696,8,13936,15755,0,13.8999938965,0,107.2690124515,0,2,0,9,0,363.8,0.775031955688112,7339.196777352,121.169006348,11,0
68195,3,3,28.7857233683333,8,14118,14594,0,0,0,86.357170105,0,0,0,9,1,158.666666666667,0.21986143187067,61659.0279009795,86.357170105,9,0
68349,14,5.57142857142857,86.2203246524857,14,13989,16041,0,271.7999458295,217.3799438464,717.9046554589,0,15,12,51,0,146.571428571429,0.894507410636443,8457.8992614644,1207.0845451348,78,0
69094,15,2.26666666666667,21.29644953402,8,13906,16019,0,29.799987793,0,289.6467552173,0,1,1,32,1,140.866666666667,0.888935633151031,7867.196777352,319.4467430103,34,3.1311359406
69299,3,2.33333333333333,27.4528236390667,6,14114,15550,0,0,45.7499847412,36.608486176,0,0,3,4,1,478.666666666667,0.662056247118488,33534.7388152996,82.3584709172,7,0
69752,3,1.66666666666667,7.61666361486667,1,16039,16126,17.8999938964,4.9499969482,0,0,3,2,0,0,0,29,0.35655737704918,2810.2990417348,22.8499908446,5,0
70173,7,1.57142857142857,16.3087430681429,6,14234,15325,0,0,0,114.161201477,0,0,0,11,0,155.857142857143,0.53245485602733,11060.0790100412,114.161201477,11,0
70211,15,4.86666666666667,50.3719813023933,12,13855,15762,0,108.0752258285,292.5913200356,354.9131736718,0,7,30,36,0,127.133333333333,0.785420098846787,56307.1926566485,755.5797195359,73,0
70637,24,2.29166666666667,25.0983834263917,14,14298,16084,36.8899917598,193.8399429304,106.5520782459,265.0791892973,3,16,9,27,1,74.4166666666667,0.899748110831234,7341.1083602002,602.3612022334,55,0
71595,1,3,30.600814818,1,14066,14066,0,0,0,30.600814818,0,0,0,3,0,0,0,67842.006451506,30.600814818,3,0
72737,13,2.46153846153846,23.5300812353,13,13842,16029,0,102.7804222105,0,203.1106338484,0,9,0,23,0,168.230769230769,0.895944285129045,3274.05887605,305.8910560589,32,0
72770,3,5.33333333333333,48.6862920127,10,14199,15726,0,51.6999816891,0,94.358894349,0,5,0,11,1,509,0.732725527831094,28796.8898008287,146.0588760381,16,0
72850,2,2.5,22.113363266,5,14502,15229,0,0,0,44.226726532,0,0,0,5,1,363.5,0.408197641774284,35944.723503366,44.226726532,5,0
74071,6,2.16666666666667,16.8496201832333,7,13946,15350,0,0,13.999168396,87.0985527034,0,0,4,9,1,234,0.600770218228498,13061.224113468,101.0977210994,13,0
74438,9,2.66666666666667,45.7748103671,9,13905,15089,0,0,0,411.9732933039,0,0,0,24,0,131.555555555556,0.497897392767031,161777.81762658,411.9732933039,24,0
74454,6,2.16666666666667,23.1840655006333,4,14192,15868,0,72.7499847404,12.949996948,53.4044113154,0,5,1,7,1,279.333333333333,0.801530368244859,30191.243667266,139.1043930038,13,0
75248,4,4,27.08050489405,9,14158,15679,0,0,42.7999897,65.5220298762,0,0,7,9,0,380.25,0.715764705882353,25851.1937788,108.3220195762,16,0
77232,2,4.5,71.10790252635,9,13852,13901,0,0,0,142.2158050527,0,0,0,9,0,24.5,0.0201563142739613,137196.081548783,142.2158050527,9,0
78719,5,7.4,54.25827331534,10,14125,14781,0,0,0,271.2913665767,0,0,0,37,0,131.2,0.303985171455051,52643.6721644042,271.2913665767,37,0
79324,1,1,59.949981689,1,16104,16104,59.949981689,0,0,0,1,0,0,0,0,0,0,10731.046722331,59.949981689,1,0
80225,3,3,24.3077481585,4,15263,16036,0,32.2499923702,0,40.6732521053,0,4,0,5,0,257.666666666667,0.757843137254902,7965.7481154394,72.9232444755,9,0
80365,56,1.5,17.4379164149857,14,13843,16251,77.6999893182,185.2999496442,91.0001525868,622.52322769,5,14,8,57,1,43,0.986885245901639,1376,976.5233192392,84,0
80896,7,4.28571428571429,36.6770351953429,14,14759,16263,22.8399906159,34.6999874113,31.9557342533,167.2435340869,4,5,4,17,0,214.857142857143,0.986876640419947,456.799812318,256.7392463674,30,0
83135,4,1.75,15.4251041411,4,15376,15767,0,34.8499908444,26.85042572,0,0,3,4,0,0,97.75,0.43109151047409,5134.1984252712,61.7004165644,7,0
83267,18,1.66666666666667,16.14385435315,7,13906,15887,0,34.899993896,81.6712570202,174.0181274405,0,2,8,20,0,110.055555555556,0.833403449726546,13820.397582816,290.5893783567,30,0
84620,14,1.78571428571429,27.5996499740714,10,13984,16250,49.899993896,76.5999755852,59.7499847402,200.1451454156,1,4,3,17,0,161.857142857143,0.985645933014354,1646.699798568,386.395099637,25,0
85375,2,6,55.47649574205,7,15312,15922,0,45.8399925232,0,65.1129989609,0,5,0,7,0,305,0.62821833161689,16548.2373008752,110.9529914841,12,0
85448,1,1,20,1,15942,15942,0,20,0,0,0,1,0,0,0,0,0,6820,20,1,0
88510,1,3,19.6029281616,1,15311,15311,0,0,0,19.6029281616,0,0,0,3,0,0,0,19054.0461730752,19.6029281616,3,0
90255,5,3,31.92910499548,8,14719,16259,12.949996948,115.1999607077,0,31.4955673217,1,11,0,3,0,308,0.9846547314578,310.799926752,159.6455249774,15,0
92363,15,3.2,35.02390543606,9,14298,16202,82.7499847406,33.6985931396,97.2010078429,311.7089958178,5,4,6,33,1,126.933333333333,0.95919395465995,3883.9497528042,525.3585815409,48,0
93050,23,2.82608695652174,36.8556284696043,9,13919,15749,0,9.8999938964,86.7993545527,750.9801063518,0,2,10,53,0,79.5652173913043,0.774111675126904,5286.5967406776,847.6794548009,65,0
93386,5,4,68.17883262572,9,14989,16151,114.1999855038,161.2999591808,0,65.394218444,7,11,0,2,1,232.4,0.897990726429675,15074.3980865016,340.8941631286,20,0
96334,20,3.8,38.888070964605,17,13890,16249,128.9999561286,32.8499908444,86.0343055719,529.8771667472,13,3,11,49,1,117.95,0.985791893021312,979.1996498068,777.7614192921,76,0
97713,4,4.5,38.6033129691,8,15312,16246,63.1999778744,34.68998909,0,56.523284912,7,6,0,5,0,233.5,0.961894953656025,2338.3991813528,154.4132518764,18,0
98299,9,3.55555555555556,32.6916959550667,11,14640,16054,0,22.8999938962,73.1997241972,198.1255455022,0,2,11,19,0,157.111111111111,0.860620815581254,5244.0986022298,294.2252635956,32,0
98680,1,3,32.8999938962,1,16264,16264,32.8999938962,0,0,0,3,0,0,0,0,0,0,625.0998840278,32.8999938962,3,0
99384,8,1.5,13.292313337225,9,14136,15966,0,28.7499904632,0,77.5885162346,0,5,0,7,1,228.75,0.852352119236143,3154.1490325794,106.3385066978,12,0
99945,3,3.66666666666667,34.1271667481,7,14535,15403,0,0,36.4504318237,65.9310684206,0,0,5,6,0,289.333333333333,0.496567505720824,32076.380004856,102.3815002443,11,0
100110,6,1.5,13.5581499737833,5,14128,15439,0,0,8.9499969482,72.3989028945,0,0,1,8,1,218.5,0.608352668213457,7553.7974242808,81.3488998427,9,0
100218,2,1.5,19.9148120882,3,14472,14800,0,0,0,39.8296241764,0,0,0,3,0,164,0.18111540585312,28775.4238547462,39.8296241764,3,0
100790,8,3.125,67.4295773508375,8,13929,16039,0,26.7899894714,0,512.6466293353,0,6,0,19,0,263.75,0.896346644010195,5816.9577102552,539.4366188067,25,0
101540,9,3.44444444444444,35.0254088506444,6,14849,16140,30.799995422,66.6499786375,32.6399841304,185.1387214659,2,7,4,18,0,143.444444444444,0.900278940027894,4404.399345346,315.2286796558,31,0
101958,1,1,7.8999977112,1,15467,15467,0,0,7.8999977112,0,0,0,1,0,0,0,0,6446.3981323392,7.8999977112,1,0
102199,14,1.5,15.5469205038214,6,14062,15112,0,0,0,217.6568870535,0,0,0,21,0,75,0.472760018009905,10148.3420638663,217.6568870535,21,0
102261,6,3.5,49.8083337144167,9,13823,14431,0,0,0,298.8500022865,0,0,0,21,0,101.333333333333,0.247154471544715,113487.420958156,298.8500022865,21,0
103101,1,7,77.1473541257,5,15381,15381,0,0,77.1473541257,0,0,0,7,0,0,0,0,69586.9134213814,77.1473541257,7,0
103314,3,2.33333333333333,321.7286612189,4,14585,15347,0,0,103.7359943404,861.4499893163,0,0,2,5,0,254,0.448763250883392,97096.8907026144,965.1859836567,7,0
104353,11,1.45454545454545,15.0890742214182,10,13953,16270,33.7999877927,39.7999877926,29.8999938962,62.4798469541,3,4,3,6,1,210.636363636364,0.994420600858369,220.349960324,165.9798164356,16,0
104418,14,1.35714285714286,14.5255718229214,4,14090,16225,30.8499908442,22.7999916074,16.8999938964,132.8080291729,3,3,2,11,0,152.5,0.973552211582307,1038.1996459796,203.3580055209,19,0
106380,7,2.28571428571429,22.2075838360857,6,13968,16126,7.9499969482,34.3499908444,10,103.15309906,1,4,1,10,0,308.285714285714,0.932181425485961,1248.1495208674,155.4530868526,16,0
107123,7,1.42857142857143,8.54952730452857,7,13835,14481,0,0,0,59.8466911317,0,0,0,10,0,92.2857142857143,0.263888888888889,9029.2061920884,59.8466911317,10,0
108200,1,3,17.4499969482,3,15696,15696,0,0,17.4499969482,0,0,0,3,0,0,0,0,10243.1482085934,17.4499969482,3,0
111201,13,1.69230769230769,16.2401205206615,5,14381,15578,0,0,27.900169372,183.2213973966,0,0,2,20,0,92.0769230769231,0.629337539432177,9129.74784834,211.1215667686,22,0
111562,11,1.45454545454545,12.7404471309818,11,13897,16236,2.9499988556,5.0004348755,0,132.1944847097,1,2,0,13,1,212.636363636364,0.980301760268231,138.6499462132,140.1449184408,16,0
112917,14,3.28571428571429,33.32276807485,15,14527,16039,0,121.7276077262,28.2504310608,316.5407142609,0,7,5,34,0,108,0.861047835990888,7307.7992553608,466.5187530479,46,0
114278,2,1.5,13.9454784391,2,13836,14066,0,0,0,27.8909568782,0,0,0,3,0,115,0.0939926440539436,22443.962012751,27.8909568782,3,0
114502,13,2.15384615384615,22.4888553617462,6,13962,16178,27.8499908446,84.5999774931,26.8499908442,153.0551605208,3,9,2,14,0,170.461538461538,0.954760878931495,2089.499359122,292.3551197027,28,0
115037,3,2,32.2419344581333,2,13970,15417,0,0,29.899993896,66.8258094784,0,0,2,4,0,482.333333333333,0.625594466061392,25893.394713936,96.7258033744,6,0
116998,2,1,32.671546936,2,14271,15066,0,0,0,65.343093872,0,0,0,2,0,397.5,0.395129224652087,60979.7296443,65.343093872,2,0
118290,1,1,10.123573303,1,14480,14480,0,0,0,10.123573303,0,0,0,1,0,0,0,18252.802665309,10.123573303,1,0
119237,2,1.5,31.4060955046,3,14587,14657,0,0,0,62.8121910092,0,0,0,3,0,35,0.0412735849056604,53913.7186203492,62.8121910092,3,0
121428,16,3.5625,52.5609128475688,9,14170,16277,25.8999938962,155.0999526961,174.9889068603,484.9857521085,2,12,12,31,0,131.6875,0.997160435399905,155.3999633772,840.9746055611,57,0
121622,7,1.28571428571429,15.3716223581571,3,14009,14891,0,0,0,107.6013565071,0,0,0,9,0,126,0.387862796833773,21209.202393024,107.6013565071,9,0
121630,7,2.57142857142857,23.2461095536571,9,14194,16195,38.7499847407,43.6999816889,0,80.272800446,4,4,0,10,1,285.857142857143,0.957874581139301,3409.9986571816,162.7227668756,18,2.7663173676
122050,1,1,25.513458252,1,14212,14212,0,0,0,25.513458252,0,0,0,1,0,0,0,52838.372039892,25.513458252,1,0
122149,6,1.83333333333333,17.0157165527333,5,14692,15360,0,0,13.9476013184,88.146697998,0,0,2,9,0,111.333333333333,0.419861722187304,12873.6360168832,102.0942993164,11,0
123986,6,4,41.7682743071,6,13859,14849,0,0,0,250.6096458426,0,0,0,24,0,165,0.408415841584158,73025.951109966,250.6096458426,24,0
124117,5,3.2,29.74184036282,9,13855,14388,0,0,0,148.7092018141,0,0,0,16,0,106.6,0.219522240527183,46313.320292499,148.7092018141,16,0
124575,3,3.66666666666667,44.1585642495667,5,14474,15259,0,0,0,132.4756927487,0,0,0,11,0,261.666666666667,0.433941404090658,26125.781250048,132.4756927487,11,0
125008,9,2.88888888888889,44.6214366487111,14,14116,15912,0,216.5521316515,69.744522095,115.2962760919,0,10,5,11,1,199.555555555556,0.828795569912321,7420.639694153,401.5929298384,26,0
125407,11,2,23.1615635263,10,13940,15965,0,32.399993896,98.8235588064,123.5536460869,0,2,8,12,0,184.090909090909,0.864276568501921,10303.198058928,254.7771987893,22,0
125490,4,1,17.98724365225,3,14439,15633,0,0,36.235244751,35.713729858,0,0,2,2,0,298.5,0.647505422993492,9903.7223818,71.948974609,4,0
126446,13,5.69230769230769,47.7827704499308,15,14136,15711,0,50.749984741,40.5999851226,529.8260459855,0,6,8,60,1,121.153846153846,0.733581741965533,29028.991271852,621.1760158491,74,0
127027,6,5.33333333333333,75.1493514378833,13,14758,16264,70.7499885554,98.1999683377,120.8892631525,161.0568885817,4,8,10,10,0,251,0.987540983606557,1344.2497825526,450.8961086273,32,0
127213,10,3.4,48.53234634418,10,13843,15941,0,9.9499969482,0,475.3734664936,0,1,0,33,0,209.8,0.85983606557377,3402.8989562844,485.3234634418,34,0
128260,6,2.5,21.9930473962833,12,13824,16147,30.5999851222,14.949996948,0,86.4083023075,5,2,0,8,0,387.166666666667,0.944692964619764,4161.5979766192,131.9582843777,15,0
129003,1,3,24.8899917602,1,16270,16270,24.8899917602,0,0,0,3,0,0,0,0,0,0,323.5698928826,24.8899917602,3,0
129054,24,1.41666666666667,17.79333257665,10,13841,16011,0,85.1999702447,36.6499900817,305.1900215132,0,6,4,24,1,90.4166666666667,0.888615888615889,2121.5997924912,427.0399818396,34,0
129348,2,3.5,30.5624675751,2,14023,14096,0,0,0,61.1249351502,0,0,0,7,0,36.5,0.0323008849557522,72626.7807307296,61.1249351502,7,0
129518,1,2,7.6438102722,2,14041,14041,0,0,0,7.6438102722,0,0,0,2,1,0,0,17137.4226302724,7.6438102722,2,0
